title,startDate,endDate,season,seasonYear,tags,format,status,episodes,genres,popularity,averageScore,countryOfOrigin,source,studios,rankings
Gargoyle of Yoshinaga House,4-2006,6-2006,SPRING,2006.0,"['Family Life', 'Magic', 'Ensemble Cast']",TV,FINISHED,13.0,"['Comedy', 'Fantasy']",1121,59.0,JP,LIGHT_NOVEL,Studio Hibari,99.0
Shin Chan,4-1992,Ongoing,SPRING,1992.0,"['Episodic', 'Family Life', 'Seinen', 'Male Protagonist', 'School', 'Gangs', 'Acting']",TV,RELEASING,,"['Comedy', 'Ecchi', 'Slice of Life']",13806,76.0,JP,MANGA,TV Asahi,485.0
Fist of the North Star,10-1984,3-1987,FALL,1984.0,"['Martial Arts', 'Post-Apocalyptic', 'Tragedy', 'Primarily Adult Cast', 'Super Power', 'Male Protagonist', 'Shounen', 'Cultivation', 'Gangs', 'Gore', 'Henshin', 'Revenge', 'Motorcycles', 'LGBTQ+ Themes', 'Astronomy', 'Torture', 'Bar', 'Cannibalism', 'Archery', 'Nudity', 'Desert', 'Heterosexual']",TV,FINISHED,109.0,"['Action', 'Drama', 'Sci-Fi']",24488,75.0,JP,MANGA,Toei Animation,0.0
Fighting Beauty Wulong Rebirth,4-2006,10-2006,SPRING,2006.0,"['School', 'Shounen']",TV,FINISHED,25.0,"['Action', 'Comedy']",622,53.0,JP,MANGA,TMS Entertainment,0.0
Tsubasa RESERVoir CHRoNiCLE 2nd Season,4-2006,11-2006,SPRING,2006.0,"['Shounen', 'Time Skip', 'Amnesia', 'Heterosexual', 'Isekai']",TV,FINISHED,26.0,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance']",13264,71.0,JP,MANGA,Bee Train,28.0
Yokoyama Mitsuteru Sangokushi,10-1991,9-1992,FALL,1991.0,"['Historical', 'Classic Literature', 'War', 'Male Protagonist', 'Primarily Male Cast', 'Primarily Adult Cast', 'Politics', 'Foreign']",TV,FINISHED,47.0,['Adventure'],1427,64.0,JP,MANGA,TV Tokyo,7.0
Astro Boy (2003),4-2003,3-2004,SPRING,2003.0,"['Robots', 'Shounen', 'Adoption', 'Artificial Intelligence', 'Kids', 'Memory Manipulation', 'Male Protagonist', 'Detective', 'Found Family', 'Suicide']",TV,FINISHED,50.0,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",5117,68.0,JP,MANGA,Sony Pictures Entertainment,23.0
Bible Black Origins,5-2002,8-2002,SPRING,2002.0,"['Cult', 'Nudity', 'Revenge', 'Primarily Female Cast', 'Female Protagonist', 'Primarily Teen Cast', 'Rape', 'School', 'Demons', 'Large Breasts', 'Gore', 'Magic', 'Tentacles', 'Yuri', 'Anal Sex', 'Scissoring', 'Cunnilingus', 'Defloration', 'DILF', 'Nakadashi', 'Fellatio']",OVA,FINISHED,2.0,"['Hentai', 'Supernatural']",3832,60.0,JP,VISUAL_NOVEL,Milky Animation Label,0.0
Dead Leaves,1-2004,1-2004,WINTER,2004.0,"['Surreal Comedy', 'Anti-Hero', 'Delinquents', 'Amnesia', 'Fugitive', 'Guns', 'Primarily Adult Cast', 'Slapstick', 'Gore', 'Crime', 'Space', 'Nudity', 'Revenge', 'Espionage', 'Super Power']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Psychological', 'Sci-Fi']",20292,68.0,JP,ORIGINAL,Production I.G,276.0
Yokohama Kaidashi Kikou,5-1998,12-1998,SPRING,1998.0,"['Iyashikei', 'Rural', 'Female Protagonist', 'Robots', 'Post-Apocalyptic', 'Photography', 'Lost Civilization', 'Philosophy', 'Seinen', 'Mopeds', 'LGBTQ+ Themes', 'Yuri', 'Coastal']",OVA,FINISHED,2.0,"['Sci-Fi', 'Slice of Life']",14863,73.0,JP,MANGA,Aniplex,3.0
Yokohama Kaidashi Kikou: Quiet Country Cafe,12-2002,3-2003,WINTER,2002.0,"['Iyashikei', 'Rural', 'Post-Apocalyptic', 'Female Protagonist', 'Robots', 'Yuri', 'Seinen', 'Mopeds', 'LGBTQ+ Themes', 'Nudity', 'Photography', 'Travel']",OVA,FINISHED,2.0,"['Adventure', 'Drama', 'Sci-Fi', 'Slice of Life']",7344,69.0,JP,MANGA,Ajiado,8.0
The Legend of the Blue Wolves,12-1996,12-1996,WINTER,1996.0,"[""Boys' Love"", 'Rape', 'Military', 'Anal Sex', 'Robots', 'War', 'Fellatio', 'Threesome', 'Masturbation', 'Martial Arts', 'Space']",OVA,FINISHED,1.0,"['Action', 'Hentai', 'Mecha', 'Sci-Fi']",1077,46.0,JP,ORIGINAL,Phoenix Entertainment,0.0
Getter Robo: Armageddon,8-1998,5-1999,SUMMER,1998.0,"['Super Robot', 'Dinosaurs', 'Shounen', 'Body Horror', 'Survival', 'Transgender', 'Gore', 'Post-Apocalyptic', 'Primarily Adult Cast', 'Kaiju', 'Primarily Male Cast', 'Space', 'Amnesia', 'Male Protagonist', 'Aliens', 'Female Protagonist', 'Nudity']",OVA,FINISHED,13.0,"['Action', 'Adventure', 'Horror', 'Mecha', 'Sci-Fi']",5580,75.0,JP,ORIGINAL,Bandai Visual,96.0
Street Fighter Alpha,12-1999,12-1999,FALL,1999.0,"['Super Power', 'Martial Arts']",OVA,FINISHED,1.0,"['Action', 'Drama']",2602,59.0,JP,VIDEO_GAME,Plum,10.0
Ground Defense Force Mao-chan,7-2002,12-2002,SUMMER,2002.0,"['Kids', 'Military', 'Primarily Child Cast', 'Primarily Female Cast', 'Aliens', 'Parody', 'Henshin', 'Episodic', 'Cute Girls Doing Cute Things', 'Magic', 'Yuri']",TV_SHORT,FINISHED,26.0,"['Comedy', 'Mahou Shoujo', 'Sci-Fi']",1491,56.0,JP,ORIGINAL,Xebec,2.0
Ichigo 100% Original DVD Animation,6-2005,10-2005,SUMMER,2005.0,"['Female Harem', 'School', 'Heterosexual', 'Shounen', 'Tanned Skin', 'Aliens', 'Dissociative Identities', 'Acting']",OVA,FINISHED,4.0,"['Comedy', 'Ecchi', 'Romance']",3609,63.0,JP,MANGA,MADHOUSE,19.0
Cosplay Complex,5-2002,10-2002,SPRING,2002.0,"['Cosplay', 'Parody', 'School', 'Otaku Culture', 'Female Protagonist', 'Primarily Female Cast', 'School Club', 'Urban Fantasy', 'Fashion']",OVA,FINISHED,3.0,"['Comedy', 'Ecchi']",2148,52.0,JP,ORIGINAL,ADV Films,19.0
Cosplay COMPLEX: Extra Identification,7-2004,7-2004,SUMMER,2004.0,['Cosplay'],OVA,FINISHED,1.0,['Comedy'],547,49.0,JP,,Lantis,0.0
Dragon Ball Z: Plan to Destroy the Saiyans,7-1993,7-1993,SUMMER,1993.0,"['Shounen', 'Male Protagonist', 'Martial Arts', 'Super Power', 'Henshin']",OVA,FINISHED,2.0,"['Adventure', 'Comedy', 'Sci-Fi']",9355,61.0,JP,MANGA,Toei Animation,13.0
Dragon Ball Z: The History of Trunks,2-1993,2-1993,WINTER,1993.0,"['Post-Apocalyptic', 'Shounen', 'Time Manipulation', 'Robots', 'Revenge', 'Martial Arts', 'Dystopian', 'Tragedy', 'Male Protagonist', 'Super Power', 'Urban', 'Henshin', 'Cyborg']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Drama']",20703,75.0,JP,MANGA,Toei Animation,0.0
Dragon Ball Z: Bardock – The Father of Goku,10-1990,10-1990,FALL,1990.0,"['Shounen', 'Tragedy', 'Aliens', 'Anti-Hero', 'Super Power', 'Space', 'Male Protagonist']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Sci-Fi']",21156,72.0,JP,MANGA,Toei Animation,0.0
Dragon Ball GT: A Hero's Legacy,3-1997,3-1997,SPRING,1997.0,"['Shounen', 'Super Power', 'Male Protagonist', 'Martial Arts']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Comedy']",14112,61.0,JP,MANGA,Toei Animation,0.0
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,5-2005,7-2005,SPRING,2005.0,"['Swordplay', 'Military', 'Historical']",TV,FINISHED,12.0,"['Action', 'Comedy']",435,47.0,JP,,Group TAC,0.0
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,1-2005,1-2005,WINTER,2005.0,"['Military', 'Historical']",SPECIAL,FINISHED,1.0,[],274,47.0,JP,,Magic Bus,0.0
God Family,5-2006,8-2006,SPRING,2006.0,"['Gods', 'Coming of Age', 'Male Protagonist', 'Love Triangle', 'Memory Manipulation', 'Primarily Female Cast', 'School', 'Kuudere']",TV,FINISHED,13.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",6686,66.0,JP,LIGHT_NOVEL,Toei Animation,53.0
Usagi-chan de CUE!!,11-2001,4-2002,FALL,2001.0,"['Kemonomimi', 'Henshin', 'Love Triangle', 'Nekomimi', 'Nudity', 'Magic', 'Dissociative Identities', 'Male Protagonist']",OVA,FINISHED,3.0,"['Action', 'Comedy', 'Ecchi', 'Romance']",1975,49.0,JP,MANGA,Pink Pineapple,27.0
Dual! Parallel Trouble Adventure,4-1999,7-1999,SPRING,1999.0,"['Female Harem', 'Isekai', 'Alternate Universe', 'Crossdressing']",TV,FINISHED,13.0,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",3122,64.0,JP,ORIGINAL,NBCUniversal Entertainment Japan,25.0
Dual! Parallel Trouble Adventure Special,12-1999,12-1999,FALL,1999.0,['Female Harem'],SPECIAL,FINISHED,1.0,"['Comedy', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",985,60.0,JP,ORIGINAL,AIC,0.0
sin in the rain,3-2006,3-2006,SPRING,2006.0,"['Detective', 'Crime', 'Idol']",OVA,FINISHED,1.0,['Mystery'],946,39.0,JP,,Mook Animation,30.0
Tennis no Ouji-sama: Zenkoku Taikai-hen,3-2006,3-2007,SPRING,2006.0,"['Tennis', 'Shounen', 'Primarily Male Cast']",OVA,FINISHED,13.0,"['Action', 'Comedy', 'Sports']",6359,75.0,JP,,Production I.G,3.0
Sailor Moon Sailor Stars,3-1996,2-1997,SPRING,1996.0,"['Primarily Female Cast', 'Female Protagonist', 'Reincarnation', 'Found Family', 'Coming of Age', 'War', 'Magic', 'Shoujo', 'LGBTQ+ Themes', 'Villainess', 'Tragedy', 'Space', 'Revenge', 'Transgender', 'Superhero', 'Philosophy', 'Henshin', 'Urban Fantasy', 'Aliens', 'Idol', 'Love Triangle', 'Fairy Tale', 'Primarily Teen Cast', 'Cosmic Horror', 'Unrequited Love', 'Heterosexual', 'Tomboy', 'Body Horror', 'Torture', 'Age Gap', 'Gender Bending', 'Demons', 'Yuri', 'Kemonomimi', 'Musical', 'Tokusatsu', 'Gods', 'Episodic', 'Astronomy', 'Basketball', 'Baseball', 'American Football']",TV,FINISHED,34.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Romance']",18541,76.0,JP,MANGA,Toei Animation,497.0
Sailor Moon S Movie: Hearts in Ice,12-1994,12-1994,FALL,1994.0,"['Shoujo', 'Magic', 'Animals', 'Space', 'Found Family', 'Snowscape', 'Female Protagonist', 'Henshin', 'Urban Fantasy', 'Primarily Female Cast', 'Aliens', 'Fairy Tale', 'Astronomy', 'Super Power', 'Tomboy', 'Tokusatsu', 'Kuudere']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Romance']",8073,72.0,JP,MANGA,Toei Animation,1.0
Blue Seed,10-1994,3-1995,FALL,1994.0,"['Demons', 'Shounen', 'Body Horror', 'Environmental', 'Guns', 'Anti-Hero', 'Coming of Age', 'Gods', 'Adoption']",TV,FINISHED,26.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",5003,63.0,JP,MANGA,Production I.G,13.0
Blue Seed Beyond,7-1996,2-1998,SUMMER,1996.0,['Body Horror'],OVA,FINISHED,3.0,"['Action', 'Comedy', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural']",1200,56.0,JP,,Production I.G,19.0
Space Pirate Captain Harlock,3-1978,2-1979,SPRING,1978.0,"['Space Opera', 'Pirates', 'Aliens', 'Space', 'Seinen', 'Fugitive', 'Male Protagonist', 'Primarily Adult Cast', 'Episodic', 'Nudity']",TV,FINISHED,42.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",8770,71.0,JP,MANGA,Toei Animation,0.0
Tide-Line Blue: Kyoudai,4-2006,4-2006,SPRING,2006.0,[],OVA,FINISHED,1.0,"['Adventure', 'Drama']",376,55.0,JP,ORIGINAL,Bandai Entertainment,30.0
Gunbuster 2: Diebuster,10-2004,8-2006,FALL,2004.0,"['Super Robot', 'Cosmic Horror', 'Female Protagonist', 'Space', 'Kaiju', 'Coming of Age', 'Tragedy', 'Artificial Intelligence', 'Aliens', 'Surreal Comedy', 'Space Opera', 'Henshin', 'Nudity', 'CGI', 'LGBTQ+ Themes']",OVA,FINISHED,6.0,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",19654,73.0,JP,ORIGINAL,Gainax,4.0
Oh! My Goddess Specials,9-2005,9-2006,FALL,2005.0,"['Gods', 'Seinen', 'Urban Fantasy', 'Primarily Adult Cast', 'Magic', 'College', 'Kuudere']",SPECIAL,FINISHED,2.0,"['Comedy', 'Romance', 'Supernatural']",3530,70.0,JP,MANGA,Bandai Visual,0.0
She and Her Cat: Their Standing Points,1999,1999,,1999,"['Achromatic', 'Animals', 'Philosophy']",OVA,FINISHED,1.0,"['Romance', 'Slice of Life']",19313,66.0,JP,ORIGINAL,ADV Films,4.0
Star Ocean EX,4-2001,9-2001,SPRING,2001.0,"['Male Protagonist', 'Swordplay', 'Magic', 'Isekai']",TV,FINISHED,26.0,"['Adventure', 'Fantasy', 'Sci-Fi']",1860,59.0,JP,VIDEO_GAME,Studio DEEN,45.0
Tenchi Muyo! In Love,4-1996,4-1996,SPRING,1996.0,"['Shounen', 'Time Manipulation', 'Aliens', 'School', 'Space']",MOVIE,FINISHED,1.0,"['Action', 'Comedy', 'Romance', 'Sci-Fi']",3665,70.0,JP,,NBCUniversal Entertainment Japan,2.0
Ranma ½ (OVA),10-1993,8-1994,SUMMER,1993.0,"['Gender Bending', 'Martial Arts', 'Male Protagonist', 'Female Protagonist', 'Female Harem', 'Slapstick', 'Tsundere', 'Shounen', 'Food', 'Episodic', 'Animals', 'Nudity']",OVA,FINISHED,6.0,"['Comedy', 'Romance']",5187,73.0,JP,MANGA,Viz Media,3.0
Ranma 1/2 Special,12-1994,2-1995,WINTER,1994.0,"['Love Triangle', 'Male Protagonist', 'Female Protagonist', 'Martial Arts', 'Shounen', 'Animals', 'Gender Bending', 'Amnesia', 'Crossdressing']",OVA,FINISHED,2.0,"['Adventure', 'Comedy', 'Romance']",3359,70.0,JP,MANGA,Gainax,4.0
Art of Fighting,12-1993,12-1993,WINTER,1993.0,['Martial Arts'],OVA,FINISHED,1.0,"['Adventure', 'Comedy']",936,42.0,JP,VIDEO_GAME,Starchild Records,27.0
Ranma ½: One Flew Over the Kuno's Nest,8-1994,8-1994,SUMMER,1994.0,"['Male Protagonist', 'Female Protagonist', 'Animals', 'Shounen', 'Martial Arts', 'Gender Bending', 'Nudity', 'Slapstick']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Supernatural']",2916,68.0,JP,,Studio DEEN,6.0
Ranma 1/2 SUPER,9-1995,1-1996,FALL,1995.0,"['Female Harem', 'Animals', 'Martial Arts', 'Male Protagonist', 'Female Protagonist', 'Gender Bending', 'Shounen']",OVA,FINISHED,3.0,"['Adventure', 'Comedy', 'Romance']",3475,71.0,JP,MANGA,Sunrise,3.0
A Little Snow Fairy Sugar OVA,8-2003,8-2003,SUMMER,2003.0,"['Magic', 'Time Skip', 'Acting']",OVA,FINISHED,2.0,"['Comedy', 'Slice of Life']",875,63.0,JP,ORIGINAL,J.C. Staff,10.0
Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain,5-2006,5-2006,SPRING,2006.0,"['Slapstick', 'Female Protagonist', 'Nudity', 'Heterosexual', 'Kuudere']",OVA,FINISHED,1.0,['Comedy'],9648,72.0,JP,MANGA,Kyoto Animation,6.0
Battle Angel Alita,6-1993,8-1993,SUMMER,1993.0,"['Cyberpunk', 'Dystopian', 'Cyborg', 'Female Protagonist', 'Tragedy', 'Robots', 'Gore', 'Post-Apocalyptic', 'Guns', 'Amnesia', 'Fugitive', 'Nudity', 'Shounen', 'Urban', 'Crime', 'Body Horror']",OVA,FINISHED,2.0,"['Action', 'Drama', 'Sci-Fi']",13413,66.0,JP,MANGA,MADHOUSE,9.0
Orphen,10-1998,3-1999,FALL,1998.0,"['Magic', 'Dragons', 'Male Protagonist', 'Demons']",TV,FINISHED,24.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",8052,66.0,JP,LIGHT_NOVEL,J.C. Staff,12.0
Orphen 2: Revenge,10-1999,3-2000,FALL,1999.0,"['Magic', 'Kuudere']",TV,FINISHED,23.0,"['Adventure', 'Comedy', 'Fantasy']",2928,62.0,JP,LIGHT_NOVEL,J.C. Staff,30.0
Mirage of Blaze,1-2002,4-2002,WINTER,2002.0,"['Historical', 'Reincarnation', 'Amnesia', ""Boys' Love"", 'Ghost', 'Male Protagonist', 'School']",TV,FINISHED,13.0,"['Action', 'Drama', 'Romance', 'Supernatural']",2920,55.0,JP,LIGHT_NOVEL,MADHOUSE,58.0
Mirage of Blaze (2004),7-2004,11-2004,SUMMER,2004.0,"[""Boys' Love"", 'Historical', 'Super Power', 'Male Protagonist', 'Primarily Male Cast', 'Reincarnation', 'Ghost', 'Rape']",OVA,FINISHED,3.0,"['Action', 'Drama', 'Romance']",1410,59.0,JP,LIGHT_NOVEL,MADHOUSE,15.0
Kaikan Phrase,4-1999,3-2000,SPRING,1999.0,"['Shoujo', 'Band', 'Female Protagonist', 'Primarily Male Cast', 'Male Harem']",TV,FINISHED,44.0,"['Drama', 'Music', 'Romance']",1721,60.0,JP,MANGA,Studio Hibari,34.0
Generator Gawl,10-1998,12-1998,FALL,1998.0,"['Time Manipulation', 'Henshin', 'Tokusatsu', 'School']",TV,FINISHED,12.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",1890,60.0,JP,ORIGINAL,ADV Films,25.0
Wolf's Rain OVA,1-2004,2-2004,WINTER,2004.0,"['Animals', 'Tragedy', 'Post-Apocalyptic', 'Dystopian', 'Survival', 'Werewolf', 'Reincarnation', 'Snowscape', 'Primarily Adult Cast']",OVA,FINISHED,4.0,"['Adventure', 'Drama', 'Psychological', 'Sci-Fi', 'Supernatural']",9028,76.0,JP,ORIGINAL,bones,84.0
Knight Hunters OVA,11-1999,2-2000,FALL,1999.0,"['Assassins', 'Primarily Male Cast', 'Terrorism', 'Urban']",OVA,FINISHED,2.0,"['Action', 'Drama']",888,56.0,JP,,Studio DEEN,14.0
The Legend of Black Heaven,7-1999,10-1999,SUMMER,1999.0,"['Band', 'Family Life', 'Surreal Comedy', 'War', 'Space', 'Male Protagonist', 'Netorare', 'CGI', 'Nudity', 'Rotoscoping']",TV,FINISHED,13.0,"['Adventure', 'Comedy', 'Music', 'Sci-Fi', 'Slice of Life']",6977,65.0,JP,ORIGINAL,AIC,22.0
Eight Clouds Rising,10-1997,11-1997,FALL,1997.0,"['Shoujo', 'Historical', 'Rural', 'Super Power', 'Mythology', 'Male Protagonist', 'Primarily Adult Cast', 'Urban Fantasy']",OVA,FINISHED,2.0,"['Action', 'Adventure', 'Drama', 'Horror', 'Psychological', 'Supernatural']",1041,52.0,JP,MANGA,Bandai Visual,22.0
Psychic Force,5-1998,5-1998,SPRING,1998.0,"['Super Power', 'Post-Apocalyptic', 'Male Protagonist']",OVA,FINISHED,2.0,"['Action', 'Adventure', 'Sci-Fi']",655,45.0,JP,VIDEO_GAME,Triangle Staff,30.0
Princess Arete,7-2001,7-2001,SUMMER,2001.0,"['Female Protagonist', 'Magic', 'Coming of Age', 'Fairy Tale', 'Lost Civilization', 'Philosophy', 'Politics', 'Anachronism', 'Aviation', 'Shapeshifting']",MOVIE,FINISHED,1.0,"['Adventure', 'Fantasy']",4023,66.0,JP,OTHER,Studio 4°C,13.0
Only Yesterday,7-1991,7-1991,SUMMER,1991.0,"['Female Protagonist', 'Rural', 'Coming of Age', 'Iyashikei', 'Biographical', 'Travel', 'Family Life', 'Philosophy', 'Josei', 'Historical', 'Agriculture', 'School', 'Acting']",MOVIE,FINISHED,1.0,"['Drama', 'Romance', 'Slice of Life']",34338,73.0,JP,MANGA,Studio Ghibli,167.0
Pom Poko,6-1994,6-1994,SUMMER,1994.0,"['Environmental', 'Mythology', 'Animals', 'Ensemble Cast', 'Rural', 'Shapeshifting', 'Anthropomorphism', 'Henshin', 'Revenge', 'Male Protagonist', 'Primarily Male Cast', 'Slapstick', 'Youkai', 'Kids', 'Travel']",MOVIE,FINISHED,1.0,"['Comedy', 'Drama', 'Fantasy']",23341,70.0,JP,ORIGINAL,Kyoto Animation,248.0
Yonna in the Solitary Fortress,4-2006,4-2006,SPRING,2006.0,"['Full CGI', 'Magic', 'Time Skip']",MOVIE,FINISHED,1.0,"['Adventure', 'Fantasy']",503,39.0,JP,ORIGINAL,Horipro,44.0
"Like the Clouds, Like the Wind",3-1990,3-1990,SPRING,1990.0,"['Female Protagonist', 'Historical', 'Tragedy', 'War', 'Politics', 'Heterosexual', 'Mahjong', 'Suicide', 'Swordplay', 'Guns', 'Time Skip', 'Age Gap', 'Ojou-sama', 'Urban', 'School', 'Slapstick', 'Assassins', 'Rural', 'Espionage']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Drama', 'Romance']",2427,62.0,JP,OTHER,Studio Pierrot,5.0
Millennium Actress,9-2002,9-2002,SUMMER,2002.0,"['Acting', 'Biographical', 'Historical', 'Meta', 'Primarily Adult Cast', 'Female Protagonist', 'Work', 'Denpa', 'Time Skip', 'Heterosexual', 'Coming of Age', 'War', 'Anachronism', 'Fugitive', 'Swordplay', 'Age Gap']",MOVIE,FINISHED,1.0,"['Drama', 'Fantasy', 'Romance']",46708,81.0,JP,ORIGINAL,MADHOUSE,53.0
Royal Space Force: The Wings of Honnêamise,3-1987,3-1987,SPRING,1987.0,"['Space', 'Aviation', 'Astronomy', 'Military', 'Religion', 'Male Protagonist', 'War', 'Politics', 'Primarily Adult Cast', 'Dystopian', 'Foreign', 'Environmental', 'Nudity', 'Coming of Age', 'Anti-Hero']",MOVIE,FINISHED,1.0,"['Action', 'Drama', 'Sci-Fi']",11492,72.0,JP,ORIGINAL,Gainax,0.0
Patalliro Saiyuki!,6-2005,11-2005,SUMMER,2005.0,"[""Boys' Love"", 'Surreal Comedy', 'Mythology', 'Shoujo']",TV_SHORT,FINISHED,26.0,"['Adventure', 'Comedy', 'Fantasy']",800,54.0,JP,,Magic Bus,5.0
Kashou no Tsuki: Aki Kyougen,12-1998,1-1999,FALL,1998.0,"['Historical', 'Primarily Male Cast', 'Shoujo', 'Youkai', 'Shapeshifting', 'Gender Bending', 'Agender']",OVA,FINISHED,2.0,"['Fantasy', 'Romance', 'Supernatural']",723,49.0,JP,MANGA,Tokyo Kids,25.0
Saint Beast,5-2003,6-2003,SPRING,2003.0,"['Magic', 'Primarily Male Cast', 'Mythology']",TV,FINISHED,6.0,"['Action', 'Fantasy']",1276,47.0,JP,ORIGINAL,Lantis,81.0
Mizuiro,8-2002,12-2002,SUMMER,2002.0,['Alternate Universe'],OVA,FINISHED,2.0,['Hentai'],485,46.0,JP,VISUAL_NOVEL,Arms,0.0
Mizuiro (2003),4-2003,7-2003,SPRING,2003.0,"['Male Protagonist', 'Tragedy', 'Ghost']",OVA,FINISHED,2.0,"['Drama', 'Romance', 'Supernatural']",1038,56.0,JP,VISUAL_NOVEL,OLM,20.0
Mizuiro Jidai,4-1996,2-1997,SPRING,1996.0,"['Shoujo', 'Coming of Age', 'Episodic']",TV,FINISHED,47.0,"['Romance', 'Slice of Life']",1264,59.0,JP,MANGA,Studio Comet,25.0
Zetsuai 1989,7-1992,7-1992,SUMMER,1992.0,"['Yandere', 'Primarily Male Cast', ""Boys' Love"", 'Idol', 'Male Protagonist', 'Shoujo', 'Football', 'Tragedy']",OVA,FINISHED,1.0,"['Drama', 'Music', 'Romance', 'Sports']",2018,52.0,JP,MANGA,MADHOUSE,26.0
BRONZE: ZETSUAI since 1989,12-1996,12-1996,WINTER,1996.0,"[""Boys' Love"", 'Primarily Male Cast', 'Disability', 'Tragedy', 'Cute Boys Doing Cute Things', 'Tsundere', 'Yandere', 'Male Protagonist', 'Idol', 'Shoujo', 'Football', 'Primarily Adult Cast', 'Bullying', 'Rape']",OVA,FINISHED,1.0,"['Drama', 'Music', 'Romance', 'Sports']",1449,50.0,JP,MANGA,Production I.G,19.0
Tokyo BABYLON,10-1992,3-1994,FALL,1992.0,"['Magic', 'Revenge', 'Urban', 'Urban Fantasy', 'Detective', 'Shoujo', 'Male Protagonist', 'Twins', 'Tragedy', 'Police', 'Female Protagonist', 'Age Gap']",OVA,FINISHED,2.0,"['Action', 'Mystery', 'Supernatural']",4317,61.0,JP,MANGA,MADHOUSE,9.0
The Little Norse Prince,7-1968,7-1968,SUMMER,1968.0,"['Magic', 'Mythology', 'Foreign', 'Male Protagonist', 'Kids', 'Travel', 'Revenge', 'Swordplay', 'Kaiju', 'Archery', 'Survival']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",2825,61.0,JP,OTHER,Toei Animation,0.0
Those Who Hunt Elves,10-1996,12-1996,FALL,1996.0,"['Isekai', 'Elf', 'Magic', 'Tanks', 'Shounen', 'Meta', 'Nudity', 'Acting']",TV,FINISHED,12.0,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']",4820,64.0,JP,MANGA,Group TAC,18.0
Those Who Hunt Elves II,10-1997,12-1997,FALL,1997.0,"['Elf', 'Isekai', 'Tanks', 'Meta', 'Magic', 'Shounen', 'Nudity', 'Acting']",TV,FINISHED,12.0,"['Adventure', 'Comedy', 'Fantasy']",2085,64.0,JP,MANGA,Group TAC,14.0
On Your Mark,7-1995,7-1995,SUMMER,1995,"['No Dialogue', 'Dystopian', 'Environmental', 'Police', 'Angels', 'War', 'Cult', 'Male Protagonist', 'Aviation', 'Achronological Order', 'Cars']",MUSIC,FINISHED,1.0,"['Drama', 'Sci-Fi']",9295,71.0,JP,ORIGINAL,Studio Ghibli,0.0
The SoulTaker,4-2001,7-2001,SPRING,2001.0,"['Henshin', 'Demons', 'Superhero', 'Aliens', 'Twins', 'Tragedy', 'Conspiracy', 'Dissociative Identities']",TV,FINISHED,13.0,"['Action', 'Horror', 'Supernatural']",5725,57.0,JP,ORIGINAL,WOWOW,50.0
Gauche the Cellist,1-1982,1-1982,WINTER,1982.0,"['Musical', 'Historical', 'Animals', 'Rural', 'Classic Literature', 'Male Protagonist', 'Kids', 'Urban Fantasy', 'Slapstick']",MOVIE,FINISHED,1.0,"['Comedy', 'Drama', 'Fantasy', 'Music']",4809,65.0,JP,OTHER,Oh! Production,0.0
Bobobo-bo Bo-bobo,11-2003,9-2005,FALL,2003.0,"['Surreal Comedy', 'Parody', 'Shounen', 'Meta', 'Super Power', 'Dissociative Identities', 'Crossdressing', 'Martial Arts', 'Aliens']",TV,FINISHED,76.0,"['Adventure', 'Comedy', 'Sci-Fi']",16067,71.0,JP,MANGA,Toei Animation,16.0
Blue Submarine No. 6,10-1998,3-2000,FALL,1998.0,"['Military', 'War', 'Ships', 'Environmental', 'Post-Apocalyptic', 'CGI', 'Monster Girl', 'Monster Boy', 'Seinen', 'Male Protagonist', 'Kaiju']",OVA,FINISHED,4.0,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",10763,65.0,JP,MANGA,GONZO,9.0
